BtnReadProgHz1,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läs,Avles,&Preberi,&ocitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü
BtnReadProgHz2,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läs,Avles,&Preberi,&ocitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü
BtnReadProgHz3,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läs,Avles,&Preberi,&ocitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü
BtnReadProgWW,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läs,Avles,&Preberi,&ocitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü
BtnReadProgZirk,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läs,Avles,&Preberi,&ocitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü
BtnResetHistorie,,0 (Aus) | 1 (Prog 3) | 2 (Vorlauf Max),cbbxP371_FS2.Items,0 (Aus) | 1 (Prog 3) | 2 (Vorlauf Max),EGrpP396_FS2.Items,396 Legionellen-Solltemp#°C,cbbxP401_FS2.Items,0 (Aus) | 1 (WW Normal) | 2 (WW Maximal),CbbxExtRaumfuehler_FS2.Items,"--,""ext. Raumfühler | int. Raumfühler"",--,""Im Kessel",TfrmWCMFS1.HelpFile,stCollections,stCharSets,TfrmWCMFS1,RUSSIAN_CHARSET
BtnResetHistorieClick,TIB_STRINGLIST,Nederlands,Dansk,Swedish,Norwegian,Slovenski,Hrvatski,Magyar,Polski,Russian,Greece,Language,Deutsch,TranslationData,stCaptions
BtnWriteEndanwender,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,S&kriv,Skriv,&Vnesi,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè
BtnWriteFM_HZK1,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,S&kriv,Skriv,&Vnesi,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè
BtnWriteFM_HZK2,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,S&kriv,Skriv,&Vnesi,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè
BtnWriteFM_WW,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,S&kriv,Skriv,&Vnesi,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè
BtnWriteProgHz1,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,S&kriv,Skriv,&Vnesi,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè
BtnWriteProgHz2,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,S&kriv,Skriv,&Vnesi,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè
BtnWriteProgHz3,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Optekenen,Skriv,S&kriv,Skriv,&Vnesi,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè
TbShtEndanwender,TGroupBox,Benutzer,User,Utilisateur final,Utilizzatore finale,Usuario final,Eindgebruiker,Bruger,Användare,Bruker,Uporabnik,korisnik,végfelhasználó,U¿ytkownik,Êîíå÷íûé ïîòðåáèòåëü
TbShtFM_HZK1,TGroupBox,Fachmann Hzk,Engineer HC,Circuit chauff. Installateur,Tecnico circuito risc.,Técnico Cto. calef.,Vakman SK,Fagmanden VK,Fackman,Fyringstekniker,Serviser Ogr,struenjak KG,ftk szakember,Serwisant-ob.grz.,
TbShtFM_HZK2,TGroupBox,Fachmann Hzk2,Engineer HC2,Circuit chauff. Installateur#2,Tecnico circuito risc.2,Técnico Cto. calef. 2,Vakman SK2,Fagmanden VK2,Fackman,Fyringstekniker,Serviser Ogr2,struenjak KG2,ftk2 szakember,Serwisant-ob.grz.2,
TbShtFM_WW,TGroupBox,Fachmann WW,Engineer WW,ECS Installateur,Tecnico AC,Técnico ACS,Vakman,Fagmanden,Fackman,Fyringstekniker,Serviser STV,struenjak,HMV szakember,Serwisant-cwu,Ñïåöèàëèñò
TbShtHistorie,TGroupBox,Historie,,,,,,,,,,,,,
TbShtHzProg1,TGroupBox,Heizen 1,Heating 1,Chauffer 1,Riscaldamento 1,Calentar 1,Stoken 1,Varme 1,Värmeprog 1,Varmeprogram 1,Ogrevanje 1,Grijanje 1,fûtés 1,ogrzewanie 1,Íàãðåâ 1
TbShtHzProg2,TGroupBox,Heizen 2,Heating 2,Chauffer 2,Riscaldamento 2,Calentar 2,Stoken 2,Varme 2,Värmeprog 2,Varmeprogram 2,Ogrevanje 2,Grijanje 2,fûtés 2,ogrzewanie 2,Íàãðåâ 2
TbShtHzProg3,TGroupBox,Heizen 3,Heating 3,Chauffer 3,Riscaldamento 3,Calentar 3,Stoken 3,Varme 3,Värmeprog 3,Varmeprogram 3,Ogrevanje 3,Grijanje 3,fûtés 3,ogrzewanie 3,Íàãðåâ 3
TbShtProcess,TTabSheet,Prozesswerte,Process values,Valeurs de process,Valori processo,Valores de proceso,Proceswaarden,Procesværdi,Processvärde,Prosessverdier,Procesne vrednosti,Procesni iznosi,foly.értékek,Dane procesowe,Çíà÷åíèÿ ïðîöåññà
TbShtWWProg,TGroupBox,Warmwasser,DHW,ECS,ACS,Warm water,Varmt vand,Varmvatten,Varmtvann,Sanitarna topla voda,PTV,HMV,Ciep³a woda,Ãîðÿ÷àÿ âîäà,
TbShtZirkProg,TGroupBox,Circulatie,Cirkulation,Sirkulasjon,Cirkulacija,cirkulacija,cirkuláció,cyrkulacja,Öèðêóëÿöèÿ,lblP114_FS2,114 Akzeptanzgrenze HZ,lblP134_FS2,134 Akzeptanzgrenze WW,lblP114_FS2,lblP134_FS2
